name,rating,price,url,description,instruction,country
Парфюмерная вода Jardin de Parfums  WHITE ESSENTIALS WHITE VELVET,5.0,13 923,https://goldapple.ru/26301300005-white-essentials-white-velvet,"Постижение тайн в древней библиотеке.
Величественный старинный шкаф хранит тайны. Одно движение и он распахивает перед вами секретную дверь. Вы отправляетесь B древнюю библиотеку, наполненную увлекательными томами. Вы касаетесь пальцами переплета книги драгоценных камнях Италии и чувствуете смесь ароматов бергамота, апельсина и лимона Амальфи. Вы усаживаетесь на уютную кожаную кушетку с любимыми книгами, вас окутывают ноты дерева Агар, и Вирджинского кедра. Это аромат смешения традиций древних культур и вечной красоты.
",-,Великобритания
Парфюмированное жидкое мыло для рук и тела ESSENTIAL PARFUMS PARIS  NICE BERGAMOTE by Antoine Maisondieu,3.4,2 648,https://goldapple.ru/19000092354-nice-bergamote-by-antoine-maisondieu,"Парфюмированное жидкое мыло ESSENTIAL PARFUMS PARIS мягко очищает руки и кожу тела, оставляя изысканный аромат. Средство с растительным глицерином питает кожу и не вызывает сухости после очищения. Экологичная и мягкая формула, подходящая даже для чувствительной кожи, на 98% состоит из натуральных ингредиентов. Игривый и солнечный аромат раскрывает ноты бергамота, жасмина, иланг-иланга и лепестков розы, а изысканный кедр и сладость бобов тонка дополняют яркую композицию.  ","нанесите на влажную кожу рук, вспеньте, затем смойте водой. Используйте в качестве геля для душа для очищения кожи тела.",Франция
Аромадиффузор из вулканической лавы Magma London  NURU'S FOREST,-,12 967,https://goldapple.ru/19000229069-nuru-s-forest,"«Леса саванны» – прогулка в лучах восходящего солнца по бескрайней саванне, где нежные цветочные ноты причудливо переплетаются с яркими лесными.
Гальбанум в верхних нотах аромата раскрывается влажными лесными нотами и сухими луговыми травами. Яркое звучание можжевельника и землистые глубокие ноты мха звучат в сердце композиции. Шлейф аромата наполнен чувственностью розы и благоуханьем бархатной фиалки. ","Предназначен для ароматизации воздуха в помещениях. Вскрыть флакон с ароматом, нанести аромат на вулканическую лаву. Для оптимального распространения аромата регулярно наносить аромат на вулканическую лаву. Для регулирования интенсивности аромата допускается уменьшать/увеличивать количество аромата, наносимого на лаву.",Великобритания
Парфюмерная вода State Of Mind  OPEN MIND,5.0,16 269,https://goldapple.ru/19000013258-open-mind,"Древесно-акватический аромат State of Mind предлагает открыть свой разум для новых, свежих и удивительных впечатлений. Вспышка зеленых нот лайма и хиноки разжигает интерес уже с первых секунд знакомства. Чистый и воздушный старт композиции плавно превращается в волну, накрывающую нежным ароматом лотоса и дыни. Их звучание помогает смягчить гесперидный аккорд, свежие ноты критмума и зелёного японского чая гёкуро. Одновременно насыщенный, сложный и тонкий аромат этого элитного чая, играющий с нотами водорослей и йода, делает морскую грань композиции более яркой и необычной. Гваяковое дерево подчеркивает смелый и оригинальный характер аромата Open Mind.

",-,Франция
Парфюмерный экстракт Mind Games  VIERI,5.0,17 885,https://goldapple.ru/19000220507-vieri,"Коллекция soulmate воплощает силу и единство пешек, коллективную уверенность и стремление поддерживать друг друга. По характеру пешка — решительная, амбициозная и бесстрашная фигура. 
Каждый аромат продуман, чтобы вы могли носить его самостоятельно или наслаивать с другими, создавая неповторимую композицию. Дизайн флаконов изящен, современен и сдержан — тонкие детали намекают на защитный слой брони. Разожгите страсть и откройте в себе лучшее с soulmate.
 
Vieri перенесет вас в захватывающий дух пейзаж средиземноморья, где зародилась итальянская легенда о любви и дуэли на шахматах. Аромат начинается с нот красного лемонграсса, бодрящего лимона и шипучего розового перца. 
По мере развития аромата цветочные ноты пышного пиона и камелии проявляются на фоне соблазнительного мускуса, мистического ладана и насыщенной древесной амбры. 
Позвольте vieri очаровать вас пленительными первыми впечатлениями, которые выдерживают испытание временем.",Распылите на кожу с расстояния 20-30 см.,США
Духи Pantheon Roma  NOTTE D'AMORE,-,14 875,https://goldapple.ru/19000201886-notte-d-amore,"В аромате звучат зеленые ноты и далекие оттенки цитрусовых. Только прелюдия к тому, что приходит вскоре после этого: миксгениального уда и амбры, которые почти сливаются с запахомкожи. Чтобы рассказать страсть, которая потребляетсязатем разрежать к небу и в воздухе. Свежие ноты
и страстные одновременно, а может и одно за другим.
","Наносить на неповрежденные участки кожи, волос и одежду",Италия
парфюмерная вода FRANCK BOCLET  NIRVANA,4.2,4 845,https://goldapple.ru/19000215156-nirvana,"Ноты цитрусовых проникают в сердце, чтобы освежить ночь. Затем щедрые фруктовые ноты, переплетаются с жасмином, создавая приятное состояние, являющееся результатом удовлетворения потребностей тела и душевного спокойствия. Наконец, ощущение сладострастия, приходящее через древесные, мягкие и сладкие ноты с прикосновением животных, наполняет ваш разум высочайшим счастьем.","Наносить на неповрежденные участки кожи, волос и одежду.",Франция
Парфюмерная вода SOLINOTES  Herbe zen,4.2,975,https://goldapple.ru/19000199594-herbe-zen,"Расслабляющий аромат SOLINOTES успокаивает благодаря натуральному зеленому аккорду трав и листвы. Окутывающий свежестью вихрь умиротворяющих нот полыни и агатосмы переплетается с легкой и безмятежной сладостью мака. 
Эта парфюмерная композиция – словно ключ в зеленый сад, где можно отдохнуть от стремительного и динамичного темпа современной жизни, погрузиться в состояние медитации, сбежать от суеты к покою природы и зарядиться энергией. 
Базовые ноты сандала и мускуса идеально дополняют гармоничный аромат, делая его более теплым и мягким. ",Только для наружного применения.,Франция
Ароматическая свеча IMMERSE  FORWARD,-,1 695,https://goldapple.ru/19000152470-forward,"Утончённая нежность хлопка и терпкая твёрдость дуба уравновешиваются деликатной мягкостью замши. FORWARD не кричит, а скорее шепчет, успокаивая и настраивая на новые свершения. Всем нам не помешает передышка перед тем, как сделать очередной шаг вперёд.","Свечу необходимо размещать на устойчивой поверхности вдали от легко воспламеняемых предметов.
Никогда не оставляйте горящую свечу без присмотра и в пределах досягаемости детей и домашних животных.
Оптимальное время использования за один раз – 1-3 часа, не более 4 часов. Использование свечи стоит прекратить, если в банке осталось менее одного сантиметра воска.
Рекомендуется обрезать фитиль до 5-6 мм перед каждым применением.
Чтобы потушить свечу, необходимо накрыть ее крышкой банки. Чтобы предотвратить образование лунки, дайте расплавленному воску достичь края банки.",Россия
Парфюмерная вода Moschino  Toy 2 Pearl,4.8,6 375,https://goldapple.ru/19000240976-toy-2-pearl,"Яркий, игривый и переливающийся аромат TOY 2 PEARL пробуждает чистую радость и заряжает энергией. Бодрящая комбинация жасмина, пьянящего орегано и свежего, искрящегося лимона накрывает волной оптимизма. 
Аккорд лимонного сорбета, объединивший свежесть и притягательную сладость, напоминает о солнечных днях и красочной итальянской культуре. В сердце аромата элегантное звучание жасмина дополняют чувственная фрезия и песочный аккорд, которые переносят на залитый солнцем райский остров. 
Базовые ноты ветивера, нежного мускуса и свежего кипариса смягчают насыщенную и воодушевляющую композицию MOSCHINO. 
Культовый флакон в форме мишки передает многогранность оттенков таитянского жемчуга и моря. 
",Только для наружного применения,Италия
Парфюмерная вода FRANCK BOCLET  VINYL,5.0,15 680,https://goldapple.ru/26144300001-vinyl,"Неординарный и провокационный аромат навевает особенное настроение и предназначен для людей новой генерации, того особого поколения, перед которым открываются горизонты. Яркими, свежими цитрусовыми аккордами лимона, мандарина и сладкого пряно-острого акцента виски с кока-колой открывается аромат, гармонично сочетаясь в средних нотах пирамиды композиции с острым страстным аккордом виски, сладостным цветочно-ванильным запахом гелиотропа, пряным оттенком эфирного запаха листьев пачули и специевым акцентом гвоздики. Красивый элегантный шлейф аромата волнует восточными пряными нотами пачули, нежной пудровой ванилью, дымными акцентами табака, смолистыми оттенками янтаря и сливочно-хвойными аккордами древесины кедра.
 
",-,Франция
Ароматическая свеча Home Aesthetics  Cappuccino milkshake,-,3 150,https://goldapple.ru/19000185783-cappuccino-milkshake,"Современный мир становится все более и более неспешным. Мы стараемся побыть наедине с собой и создать уютную атмосферу в нашем доме. И что может быть более уютным, чем запах свечи с ароматом карамельного милкшейка или фрапуччино из Starbucks?
Свеча в форме пирожное или милкшейка идеально подходит, чтобы создать замечательную атмосферу дома. И само собой разумеется, что эти свечи изготовлены вручную из соевого воска, что делает их более безопасными для использования и гораздо экологичнее, чем обычные свечи.
Аромат фрапуччино из Starbucks создает неповторимую атмосферу, которая заставляет нас вспомнить о приятных моментах, проведенных в кафе. А эта свеча не только напоминает нам о приятных моментах, но и создает уют в любом уголке дома.
Время горения этой свечи длится около 40 часов, что обеспечивает нам долгое время наслаждения ароматом. И каждая свеча уникальна, так как она является продуктом ручной работы.
Для тех, кто хочет создать уютную атмосферу в своем доме и наслаждаться приятными запахами, свечи из соевого воска с ароматом фрапуччино стали самым модным трендом. Создайте идеальную атмосферу своей мечты и наслаждайтесь ею каждый день, благодаря этой замечательной свече.",Зажечь фитиль. Беречь от детей и домашних животных - помнить про технику безопасности! Для равномерного прогорания первый раз зажигайте свечу не менее чем на 2 часа. При последующих зажиганиях следует подрезать фитиль на пару миллиметров.,Россия
Парфюмерная вода Byredo  Bal d`Afrique,4.5,22 355,https://goldapple.ru/26730600002-bal-d-afrique,"Ревущие двадцатые годы… В знаменитом Мулен Руж жарче, чем в самой Африке, ведь на сцене Жозефина Бейкер! Черная жемчужина, танцующая богиня, ставшая символом эпохи! Воплощение самых смелых мужских фантазий. 
Bal d’Afrique – страстная смесь теплых и романтических нот ветивера, навеянная образом Парижа конца 20-х годов, африканской культурой, искусством, музыкой и танцами. Парижский авангард и африканская культура создают странное, полное энергии и страстей сочетание. 

",-,Франция
Парфюмерная вода SOLINOTES  MAGNOLIA,4.5,975,https://goldapple.ru/19000026994-magnolia,"Чарующий и озорной цветочный аромат SOLINOTES – это парфюмерное воплощение женственности. Главный цветок в этом свежем весеннем букете – чувственная магнолия, которую дополняет изысканный жасмин. Притягательный аккорд белых цветов гармонирует с мускусом и ирисом, создавая нежный шлейф. Композиция дарит хорошее, романтичное настроение и вдохновение для свежих идей. Парфюмерную воду можно сочетать с другими композициями бренда, чтобы создать свой неповторимый микс любимых нот, или использовать отдельно, наслаждаясь ярким звучанием ноты притягательной магнолии. 
  

",только для наружного применения.,Франция
Парфюмерная вода Narciso Rodriguez  Narciso Poudree,4.4,9 300,https://goldapple.ru/26290700009-narciso-poudree,"Парфюмерная вода пудровая Narciso Rodriguez по праву относится к древесно-цветочной категории. Аромат Narciso Rodriguez является женским и подходит для разных возрастных категорий. Стоит вам лишь погрузиться в невидимое облако пудровой парфюмерной воды, как она незамедлительно покорит вас и станет вашим фаворитом. Цветочный букет, мускус, кедр, кумарин и пачули составляют парфюмерную основу Narciso Rodriguez и образуют различно звучащие сочетания в процессе раскрытия завораживающей ароматической пирамиды. Пудровая вода невероятно стойкая и насыщенная, она поражает своими дерзкими аккордами.",-,Франция
Ароматическая свеча черно-белая 24.GRAMS  Petite Toasted Bread,4.0,819,https://goldapple.ru/19000132723-toasted-bread,"Аромасвеча Petite в гипсовом фигурном стакане с крышкой-купол с невероятным ароматом ""Теплый хлеб"", который пробуждает желание откусить корочку свежеиспеченного горячего хлеба. Этот гурманский аромат создаст атмосферу тепла и уюта в вашем пространстве.
Характеристики:
Размер: 7,5*10 см.
Вес общий: 370 гр. Объем свечи: 85 мл
Время горения: 25 часов","Чтобы использование приносило только радость, прочитайте эти рекомендации перед использованием:
- Берегите свечи от детей и животных! Не оставляйте зажженные свечи без присмотра.
- Не оставляйте свечу зажжённой более 3-х часов подряд. После 3-х часов горения необходимо потушить свечу и дождаться полного застывания воска. В этом случае свеча будет гореть дольше и не будет перегреваться.
- Прекратите использование свечи после того, как в стакане осталось менее 1,5 см воска. Использование свечи с меньшим количеством воска может привести к перегреву стакана и стакан может лопнуть.
- Оптимальная длина фитиля от 3 до 5 мм. Перед повторным использованием рекомендуем подрезать фитиль. Так свеча не будет коптить и пламя будет аккуратным. Фитиль можно обрезать обычными ножницами.
- Натуральный воск очень подвержен изменению температуры, поэтому не перегревайте и не переохлаждайте свечу при хранении. Не оставляйте свечу на сквозняке рядом с вентилятором или кондиционером (это также может привести к отслоению воска от стенок стакана.",Россия
Парфюмерная вода BASTILLE  Demain Promis,5.0,9 682,https://goldapple.ru/19000150172-demain-promis,"День для себя – это любимая книга, просмотр сериала, теплая ванна и парфюмерная вода DEMAIN PROMIS. Окутывающая ароматическая композиция – словно эликсир расслабления во флаконе. 
Кажущийся знакомым и близким, но при этом чувственный аромат идеально подходит для беззаботных моментов отдыха. Приятная гармония нежных молочных нот, шалфея, розы, кардамона, сладких бобов тонка и кремового звучания сандала помогает отвлечься от всех забот, отложить дела и посвятить время себе. 
Французская парфюмерная вода BASTILLE создана на основе натуральных компонентов. 
Парфюмер – Caroline Dumur.

",Для наружного применения.,Франция
Парфюмерная вода-спрей Tom Ford  Tobacco Vanille,4.4,17 010,https://goldapple.ru/26374900001-tobacco-vanille,Аромат Tom Ford Tobacco Vanille вызывает ассоциации с английским клубом джентльменов и открывается с новой стороны благодаря неожиданным ингредиентам и ноткам специй. Tom Ford Tobacco Vanille — это богатый и теплый аромат с неожиданным и современным характером.,-,США
Парфюмерная вода Givenchy   ANGE OU DEMON LE SECRET,4.8,12 320,https://goldapple.ru/7682200023-ange-ou-demon-le-secret,"Женская парфюмерная вода Ange ou Demon Le Secret от Givenchy - завораживающий и соблазнительный цветочный фруктовый аромат с неповторимыми нотами. Секрет этого свежего искрящегося аромата заключается в чарующем сочетании Клюквы, Лимона и Зеленого чая, которое очень точно передает легкость и в тоже время изысканность. Аромат дополняют чувственные ноты Жасмина и Палисандра. Нежная аура парфюмерной воды Ange ou Demon Le Secret от Givenchy придает женщине интригующую силу, благодаря которой она знает, кто она - Ангел или Демон.

Дополните ваш чувственный образ роскошной помадой для губ Le Rouge с сатиново-матовым эффектом или Le Rouge Deep Velvet с матовым эффектом с ухаживающими компонентами в составе.",-,Франция
парфюмерная вода Moresque  Contessa,-,34 688,https://goldapple.ru/83730100002-contessa,"Contessa – портрет итальянской аристократки, жившей в 19 веке в маленьком тосканском городке, где узкие дорожки вели к холмам, покрытым оливковыми деревьями и виноградными лозами. Именно эти пейзажи и женственность их главной героини вдохновили парфюмеров Moresque на создание аромата Contessa. Пряная цветочная композиция раскрывается нотами розы, жасмина и иланг-иланга",-,-
Парфюмированный гель для душа raconteur  COLMAR Body Wash,3.3,687,https://goldapple.ru/19000167807-colmar-body-wash,"Гель для душа деликатно очищает кожу и дарит увлажнение без стягивания. Экстракт мыльнянки помогает создать нежную и густую пенку. Комплекс аминокислот смягчает. 10 видов гиалуроновой кислоты удерживают влагу в коже. Аромат переносит в маленький город Кольмар во Франции, полный красочных и сказочных домиков, и напоминает о майском вечере среди цветов, закатном солнце и десерте крем-брюле.
Ноты лимона, сахара, розового пиона и ванили дарят радость и умиротворение.
Попробуйте приключение вместе с raconteur.","Нанесите немного геля на влажную кожу с помощью мочалки или ладоней, деликатно помассируйте, а затем смойте теплой водой.",Республика Корея
Парфюмерная вода RABANNE  Lady Million,4.9,8 967,https://goldapple.ru/19000139409-lady-million,"Парфюмерная вода Paco Rabanne Lady Million имеет древесно-цветочный аромат и создана для женщин, желающих довести до совершенства свой шикарный образ. 
Изысканный дизайн в виде сверкающего бриллианта в золотой огранке подчеркнет богатое содержание флакона. Lady Million раскрывается нотами сладкой малины, освежающего лимона и нежной нероли. 
Букет из жасмина, цветков апельсинового дерева и гардении представляет ноты сердца. Завершит аромат шлейф из дикого меда, пачули и амбры. 
Эксперты Paco Rabanne, помогут оказаться вам в центре внимания на любом торжестве с помощью вечерней парфюмерной воды, отличающейся великолепной стойкостью и изяществом запаха.",-,Франция
Парфюмерная вода FRANCK BOCLET  FREEDOM,-,15 680,https://goldapple.ru/26144400001-freedom,"Магический и таинственный эликсир любви с названием «Свобода» — уникальная парфюмерная композиция, которая в отличие от оригинала Franck Boclet Freedom, выпущенного в недавние годы, обладает более радостным, легким, менее торжественным и вечерним характером. Аромат открывается яркими свежими зелеными цитрусовыми аккордами бергамота, базилика, теплого специевого акцента кумина и мягким горьковато-пряным хвойным оттенком розмарина. «Сердце» парфюмерной композиции сплетено из вкусных сладких фруктовых нот, оттенков монои и сладковато-пряного аккорда ванильного рома. Роскошный объемный шлейф аромата соткан из сладких соблазнительных пудровых нот ванили, восточной пряности листьев пачули, пряно-лесного дубового мха и чувственных мускусных оттенков.
",-,Франция
Духи Alan Bray  Maison Strawberry Champagne,4.2,3 594,https://goldapple.ru/19000239673-maison-strawberry-champagne,"Наши первые встречи были полны бескрайних улыбок и бесконечных разговоров, как мельчайшие пузырьки шампанского в бокале. Вдохновленный этими моментами, я создал аромат Strawberry Champagne, чтобы запечатлеть наше первое свидание.

Начальные ноты этого аромата отражают свежесть и яркость прибрежных закатов: сочные ягоды клубники и малины, сладкая земляника и свежее яблоко, как символы нашей юности и беззаветной радости.
Сердце этого аромата - ноты карамели, которые воплощают в себе самые сладкие моменты, когда наши глаза встречались, и мы погружались в бесконечный мир друг друга.

А завершающие ноты ванильного шлейфа - это самые искренние объятия, которые остались в памяти навсегда.
Strawberry Champagne - это ода любви и первому свиданию, напоминающая о наших головокружительных чувствах и самых счастливых моментах, проведенных вдвоем.","Нанести на шею, запястье, локтевые сгибы.",Россия
Духи Pantheon Roma  IL GIARDINO,-,23 205,https://goldapple.ru/19000201895-il-giardino,"Это обонятельное фото места, сада Трастевере, тайного места встречи Рафаэля и Маргариты. Мокрые стены и плющ, старое плодовое дерево, вдалеке цветочный букет и разреженный запах горелых дров из печи. Аромат с зелено-мускусным характером, в котором ноты ветивера смешиваются с нотами дерева, окутанного плющом, с кожаной основой. Легкий фруктовый оттенок говорит о старом грушевом дереве, а затем тот далекий 
цветочный букет, возможно, исчез навсегда.","Наносить на неповрежденные участки кожи, волос и одежду",Италия
Парфюмерная вода HFC  DEVIL'S INTRIGUE,4.8,31 450,https://goldapple.ru/26291300005-devil-s-intrigue,"Настроение аромата - 
Соблазнительный, чувственный, притягательный

ВДОХНОВЕНИЕ АРОМАТА - 
Чувственная грань между правдой и ложью приведет вас на вершину искушающего выбора.
Это ложь, но в тоже время нет.
Это правда, но в тоже время и нет.
Отдайтесь наслаждению, погрузившись в эту бездну. А дьявольская интрига скроет вас от глаз посторонних.

Вас окутывает сон, сотканный из рисового молока, мягкого, словно кашемир. Цветы апельсина и сандал сливаются в опьяняющем напитке из амбры и ванили.
",Для наружного применения,-
Парфюмерная вода RABANNE  1 million elixir,4.8,11 772,https://goldapple.ru/19000119732-1-million-elixir,"1 Million Elixir – высшая степень стойкости. Новая композиция Elixir дополняет вселенную ароматов 1 Million и 1 Million Le Parfum, в которой нет меcта компромиссам.

Стремление использовать лучшие ингредиенты, тем самым воссоздавая чувство уверенности и успеха, легло в основу новой амбровой древесной композиции 1 Million Elixir. Турецкая дамасская роза, османтус и дикорастущие бобы тонка, несомненно, отличают эту парфюмерную воду исключительным качеством сырья. Ликёрная давана пульсирует на базе кедра и чёрной ванили и определяет непоколебимый характер своего обладателя.

Флакон 1 Million Elixir украшен драгоценным камнем, символизирующим многогранность аромата. Искусно высеченный на легендарном флаконе знак в форме треугольника черного цвета словно источает энергию и созидательную силу.

Новый аромат, сделанный во Франции, на 91% состоит из ингредиентов натурального происхождения и не тестируется на животных. Внешняя упаковка на 100% подлежит вторичной переработке и имеет сертификат FSC",-,Россия
Рефил парфюмерной воды ESSENTIAL PARFUMS PARIS  Divine Vanille,3.8,7 763,https://goldapple.ru/19000148362-divine-vanille,"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""DIVINE VANILLE by Olivier Pescheux"". Парфюмер – Olivier Pescheux. 
«Этот аромат – посвящение мадагаскарской ванили. Я люблю его за глубину, элегантность и притягательность. Мне хотелось раскрыть мягкие, пряные и чувственные грани композиции, наполненной тайной и призывающей оставаться собой».

Divine Vanille – таинственный, глубокий и соблазнительный аромат… Устоять невозможно. Нежная нота ванили словно вызывает зависимость, её притягательность усиливают бобы тонка и бензоин. Сочетание корицы и чувственного османтуса раскрывает яркую и неожиданную грань аромата, пробуждающую ассоциации с сухофруктами и табаком. Пачули и древесная нота кедра гармонируют с нежным мускусом. 

Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Кроме того, импорт ванили из Мадагаскара позволяет развивать местную инфраструктуру, образование и здравоохранение, а также продовольственную безопасность. 

Сделать парфюмерию еще более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования. 

Флакон рефила создан из алюминия, подходящего для переработки.
",Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.,Франция
Духи Pantheon Roma  COSI BLU,-,14 875,https://goldapple.ru/19000201889-cosi-blu,"Небеса великих художников эпохи Возрождения никогда не переставали захватывать мир: они вызывали безмятежность, чувство свободы и мистическое ощущение. Аромат, который ищет вертикальное видение между земным и божественным, между землей и небом, между естественным и мистическим. Ладанное крещендо со свежей и свободной, другими словами, синей базой. So Blue: аромат движется в диалоге очень редкого ладана и драгоценного мускуса. В результате получается мистический и в то же время теплый и приветливый букет. Драгоценные древесные ноты и очень 
легкая фруктовая нота дополняют уникальный и изысканный аккорд.
","Наносить на неповрежденные участки кожи, волос и одежду",Италия
Парфюмерный набор для путешествий MIN NEW YORK  TRAVEL SET: CODA,4.5,7 680,https://goldapple.ru/19000008796-travel-set-coda,"В набор входят 3 миниатюры парфюмерной воды CODA от MIN NEW YORK (10 мл). Объем, идеальный для поездок, позволит всегда носить любимый аромат с собой или брать его в путешествия. Эту композицию открывают светлые ноты альдегидов, которые создают контраст с горячим и чувственным сердцем аромата. Сочные и сладкие сливы, цветочные и древесные ноты сочетаются с роскошной кожей и пленительным мускусом. Эта парфюмерная вода дарит чувство удовлетворения и баланса, оставаясь на грани между дерзостью рок-звезды и сдержанной элегантностью. 
",-,Франция
Парфюмерная вода Lacoste  L.12.12 Rose,4.6,7 920,https://goldapple.ru/19760336382-l-12-12-rose,"Парфюмерная вода Lacoste L.12.12 Rose 50 мл для неё. Напоминая невесомость ткани пике, из которой создано легендарное поло Lacoste, этот новый утонченный парфюм для женщин пронизан легкими цветочными оттенками красного жасмина и розы, подчеркнутыми яркими аккордами зеленого мандарина и мяты на основе базовых успокаивающих нот мускуса и амбретты.
Розовый матовый флакон, заключающий в себе сияющий и свежий фруктово-цветочный аромат, предназначен для женщин, ценящих свободу выбора и стиля.",-,Германия
Парфюмерная вода BANANA REPUBLIC  Gardenia & Cardamom,4.4,2 567,https://goldapple.ru/19000132893-gardenia-cardamom,"Цветочный аромат Gardenia & Cardamom от Banana Republic открывается нотами сочного мандарина и чувственной гардении. В сердце композиции звучат тубероза и пикантный кардамон, окутанные тёплой амброй и древесными нотами. Этот аромат — словно пышный букет свежесрезанных белых цветов, в котором выделяется яркий дуэт гардении и туберозы. Кардамон и древесные ноты добавляют уникальный штрих идеальному балансу нежности и красоты. Парфюмер – Vincent Kuczinski. 

Семейство аромата: цветочный ",Только для наружного применения.,Франция
Ароматическая свеча IMMERSE  NOMAD,-,2 355,https://goldapple.ru/19000076312-nomad,"Соевая ароматическая свеча NOMAD (Каннабис, удовое дерево, ладан, смолы)  с деревянным фитилем.

Аромат NOMAD | Каннабис, удовое дерево, ладан, смолы
Природа не бывает одной и той же, но всегда остается собой. Вдохновленный ее красотой, NOMAD адресован вечному страннику. Это пьянящий запах свободы, зов большой дороги, смелость взглянуть внутрь себя.

Выбирая ароматическую свечу с деревянным фитилем, вы удваиваете удовольствие: это как звук потрескивания дров в камине, который согревает морально и при этом имеет бонус в виде потрясающего аромата NOMAD.","Свечу необходимо размещать на устойчивой поверхности вдали от легко воспламеняемых предметов.

Никогда не оставляйте горящую свечу без присмотра и в пределах досягаемости детей и домашних животных.

Оптимальное время использования за один раз  1-3 часа, не более 4 часов. Использование свечи стоит прекратить, если в банке осталось менее одного сантиметра воска.

Рекомендуется обрезать фитиль до 5-6 мм перед каждым применением.

Чтобы потушить свечу, необходимо накрыть ее крышкой банки. Чтобы предотвратить образование лунки, дайте расплавленному воску достичь края банки",Россия
